client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,perceived_position_error,cpu_percent,bandwidth_per_client_kbps
2,18,18,1762087505518,1762087505518,0,49,0.007129808374979108,2.5,56.666172944168146
1,30,30,1762087505517,1762087505519,1,47,0.027416741263072086,0.0,123.4274626045026
1,31,31,1762087505518,1762087505520,1,49,0.028188996234189502,0.0,80.4116989183077
2,19,19,1762087505518,1762087505520,2,48,0.09584706616208576,0.0,20.562611859469076
2,20,20,1762087505568,1762087505569,0,46,0.022080335579363543,0.0,90.2554179606427
1,32,32,1762087505568,1762087505575,7,54,0.03554457477064922,0.0,172.19390143304716
2,21,21,1762087505568,1762087505576,7,41,0.02042632456426261,0.0,111.66472215506792
1,33,33,1762087505568,1762087505577,8,53,0.042976645817382225,0.0,118.8030263774359
1,34,34,1762087505619,1762087505620,0,41,0.05644234021639584,0.0,194.49219109082097
2,22,22,1762087505619,1762087505620,1,37,0.045792368928723584,0.0,60.9899555886143
2,23,23,1762087505619,1762087505627,7,37,0.07787929837229533,0.0,46.33677359525575
1,35,35,1762087505619,1762087505628,8,35,0.07170777810112626,0.0,63.292261474898254
1,36,36,1762087505670,1762087505671,0,34,0.05592335867202988,0.0,29.17336001669628
2,24,24,1762087505670,1762087505673,2,38,0.0995007967039645,0.0,78.53183821203706
1,37,37,1762087505670,1762087505675,4,38,0.06104272653623514,0.0,133.2071518621561
2,25,25,1762087505670,1762087505675,4,43,0.01933661974505049,0.0,97.52981209591144
1,38,38,1762087505721,1762087505722,0,42,0.047435716238596916,0.0,127.32519622095545
2,26,26,1762087505721,1762087505724,2,46,0.029100877147091943,0.0,168.95401344917963
2,27,27,1762087505721,1762087505724,3,47,0.07800827326422996,0.0,80.87560261121833
1,39,39,1762087505721,1762087505725,3,43,0.012831405415677767,0.0,87.65358227178223
2,28,28,1762087505773,1762087505773,0,47,0.018694665232613594,0.0,123.28716910330976
1,40,40,1762087505772,1762087505774,1,45,0.023907673012400033,0.0,79.52090112109582
2,29,29,1762087505773,1762087505775,2,46,0.022754314154025835,0.0,179.62323137738576
1,41,41,1762087505773,1762087505776,3,46,0.06833089194630605,0.0,45.68301667671898
1,42,42,1762087505823,1762087505824,0,45,0.07495146854631883,0.0,138.5223179902531
2,30,30,1762087505824,1762087505824,0,47,0.06203014792118851,0.0,67.0643428158273
1,43,43,1762087505824,1762087505825,1,47,0.09363157571352218,0.0,125.37146023028518
2,31,31,1762087505824,1762087505825,1,48,0.039854518316682734,0.0,110.27957956553753
1,44,44,1762087505874,1762087505875,0,49,0.03851922117991407,0.0,128.610020127263
2,32,32,1762087505874,1762087505876,1,50,0.01028821792009601,0.0,175.94561281600016
2,33,33,1762087505874,1762087505877,2,49,0.03790618060821045,0.0,186.20510334470112
1,45,45,1762087505874,1762087505878,3,47,0.04241963505691698,0.0,170.96479736867815
1,46,46,1762087505925,1762087505925,0,45,0.04748677674422833,2.6,199.35097651646996
2,34,34,1762087505925,1762087505926,1,48,0.03223901560906376,0.0,120.14126860830565
1,47,47,1762087505925,1762087505927,2,46,0.06372771033850437,0.0,140.39875313062515
2,35,35,1762087505925,1762087505928,3,47,0.09985230482071031,0.0,130.4173182967212
1,48,48,1762087505976,1762087505977,0,47,0.008685458506882916,0.0,174.29390342023714
1,49,49,1762087505976,1762087505977,0,48,0.09978835706463735,0.0,140.9489408579792
2,36,36,1762087505976,1762087505978,1,47,0.08755355676536014,0.0,146.64581758847567
2,37,37,1762087505976,1762087505979,2,49,0.03364970625305169,0.0,77.7338832620011
1,50,50,1762087506027,1762087506028,0,49,0.06709635423417516,0.0,60.48780294375605
2,38,38,1762087506027,1762087506029,1,49,0.002155278208538647,0.0,129.8405047262362
1,51,51,1762087506028,1762087506030,2,48,0.033135894107522566,100.0,27.150139658011355
2,39,39,1762087506028,1762087506031,3,48,0.02906673874468393,0.0,22.213909335539917
1,52,52,1762087506078,1762087506079,0,47,0.08525256184191886,0.0,191.6204098315117
2,40,40,1762087506079,1762087506081,1,48,0.0746518602803807,0.0,28.107656700092058
1,53,53,1762087506079,1762087506082,3,46,0.06619547677813818,0.0,80.18397629102397
2,41,41,1762087506079,1762087506083,4,47,0.0415103304182125,50.0,115.80365024134632
1,54,54,1762087506129,1762087506130,0,46,0.017549056717890057,0.0,111.6258559952968
2,42,42,1762087506130,1762087506132,2,46,0.0280021981625629,0.0,120.32256411600257
1,55,55,1762087506130,1762087506133,3,45,0.025092122106464054,0.0,48.75880994120895
2,43,43,1762087506130,1762087506134,4,46,0.02617117441679108,50.0,148.5099856207531
1,56,56,1762087506180,1762087506181,0,45,0.05823584537855229,5.3,57.67188482535915
2,44,44,1762087506181,1762087506182,1,45,0.06111232302857389,0.0,110.72493510287183
2,45,45,1762087506181,1762087506183,1,47,0.021425276380360694,0.0,24.584902885184572
1,57,57,1762087506181,1762087506184,2,45,0.0797646531300159,0.0,166.58943854468532
2,46,46,1762087506232,1762087506232,0,48,0.0973002054693203,0.0,53.282740522736844
1,58,58,1762087506232,1762087506233,1,46,0.08812307766231214,0.0,138.21386056485977
2,47,47,1762087506232,1762087506234,1,48,0.03324800404471965,0.0,128.65242316744377
1,59,59,1762087506232,1762087506234,2,47,0.020832023670256883,0.0,80.06591966660493
1,60,60,1762087506283,1762087506284,0,48,0.03347854839828259,0.0,81.14911519758039
2,48,48,1762087506284,1762087506284,0,49,0.05971868085016016,0.0,108.70986225441376
1,61,61,1762087506284,1762087506285,1,48,0.08981600031234055,0.0,87.72595598759476
2,49,49,1762087506284,1762087506285,1,50,0.08661597743831784,0.0,83.08791832112206
1,62,62,1762087506335,1762087506336,0,49,0.013511581400935014,0.0,120.54350360527165
2,50,50,1762087506335,1762087506336,1,50,0.08867743546727469,0.0,159.55541113900267
1,63,63,1762087506335,1762087506337,1,49,0.01002312605115986,0.0,115.89405089278902
2,51,51,1762087506335,1762087506338,2,49,0.05007761047015538,0.0,189.8167531600517
1,64,64,1762087506387,1762087506387,0,48,0.02514687829231954,0.0,199.01686460894288
2,52,52,1762087506387,1762087506389,1,49,0.038502542846646,0.0,83.18177345303621
2,53,53,1762087506387,1762087506390,2,49,0.004047656651176079,0.0,194.6967626819957
1,65,65,1762087506387,1762087506390,3,47,0.06526728209170242,0.0,142.91133293856274
2,54,54,1762087506438,1762087506438,0,47,0.07710478321185513,9.5,125.04658147483386
1,66,66,1762087506438,1762087506440,2,46,0.04190583821734515,0.0,47.95780083322673
