Mean Latency (ms),Median Latency (ms),95th Latency (ms),Mean Jitter (ms),Median Jitter (ms),95th Jitter (ms),Mean Error,95th Error,Avg CPU% (clients),Max CPU% (clients),Avg Bandwidth (kbps),Total Packets Received,Avg Updates/sec,Min Updates/sec,Max Updates/sec
1.4269533055940824,1.0,4.0,1.4900601017105872,0.0,5.0,0.050452185292405596,0.09513811783762582,4.0459315765141,100.0,110.73448564018607,4326,20.02777777777778,1,22
