client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,perceived_position_error,cpu_percent,bandwidth_per_client_kbps
1,1,27,1762368898775,1762368898775,0,0,0.07328739898241102,0.0,72.9940159922748
2,1,25,1762368898775,1762368898776,1,5,0.07045124012616454,0.0,105.27090363782628
3,1,24,1762368898775,1762368898777,2,21,0.09707616527362929,0.0,112.8014310890648
4,1,23,1762368898775,1762368898778,2,21,0.02024362106560991,100.0,157.8265991393746
1,1,28,1762368898823,1762368898824,0,1,0.026670317048181458,0.0,138.1017730035304
2,1,26,1762368898823,1762368898825,1,3,0.04450059057232138,0.0,122.89418746550706
3,1,25,1762368898824,1762368898826,2,10,0.04994228686676342,0.0,94.58838864500983
4,1,24,1762368898824,1762368898827,3,11,0.04988615750941863,0.0,128.61399468914132
1,1,29,1762368898872,1762368898872,0,0,0.09924070581211192,0.0,75.60495751422323
2,1,27,1762368898872,1762368898873,1,0,0.05483794678273438,0.0,150.8982892187551
3,1,26,1762368898872,1762368898874,2,0,0.028788021022901168,50.0,89.2152645996958
4,1,25,1762368898872,1762368898875,3,0,0.06654264825821526,0.0,141.21048279259355
1,1,30,1762368898920,1762368898921,0,0,0.05667761014652611,2.8,100.23011209218289
2,1,28,1762368898920,1762368898922,1,0,0.011573827474449162,0.0,119.36318861301409
3,1,27,1762368898920,1762368898922,1,0,0.027917235415337305,0.0,167.2577554253254
4,1,26,1762368898920,1762368898923,2,0,0.07995294748454224,0.0,123.08643502944271
1,1,31,1762368898968,1762368898968,0,0,0.02426144607512537,0.0,143.2502844267882
2,1,29,1762368898968,1762368898969,0,0,0.09118590380847807,0.0,179.57162414421785
3,1,28,1762368898968,1762368898970,1,0,0.024233627225325096,0.0,54.2987420626441
4,1,27,1762368898968,1762368898970,1,0,0.01834496571739458,0.0,179.5037253219382
1,1,32,1762368899016,1762368899016,0,0,0.048129978550617195,0.0,159.88603649415796
3,1,29,1762368899016,1762368899017,0,0,0.015465224309315118,0.0,179.50504496172738
2,1,30,1762368899016,1762368899017,1,0,0.013425424095178563,0.0,63.98458586362591
4,1,28,1762368899016,1762368899018,1,1,0.08256304061763614,0.0,67.19069752726332
1,1,33,1762368899065,1762368899065,0,0,0.04588360324362815,5.3,146.32789950628768
4,1,29,1762368899065,1762368899065,0,0,0.025986068554068112,50.0,162.04315479359263
3,1,30,1762368899065,1762368899066,1,1,0.031240648810148364,0.0,85.872337442461
2,1,31,1762368899065,1762368899066,1,0,0.0037570352842391077,0.0,103.89444919482206
1,1,34,1762368899113,1762368899113,0,0,0.052646952142257744,0.0,91.30735104897805
2,1,32,1762368899113,1762368899114,0,1,0.01950569839612585,0.0,33.21438224193308
3,1,31,1762368899113,1762368899114,1,0,0.04427210478184366,0.0,67.95465725077676
4,1,30,1762368899113,1762368899115,1,1,0.02133357035469592,0.0,140.64404160514522
1,1,35,1762368899161,1762368899161,0,0,0.056553037824732394,2.6,135.77361521426764
2,1,33,1762368899161,1762368899162,0,1,0.018683260067728136,0.0,96.57456032874425
3,1,32,1762368899161,1762368899163,1,0,0.09939769929384279,0.0,145.30593556063673
4,1,31,1762368899161,1762368899163,1,0,0.007974211846033896,0.0,146.6826951137135
1,1,36,1762368899210,1762368899211,0,0,0.030566033552528005,0.0,68.10448330234443
2,1,34,1762368899210,1762368899212,1,1,0.02396482554477112,0.0,55.83454675710901
3,1,33,1762368899210,1762368899213,2,1,0.007052222938516184,0.0,183.9200158810441
4,1,32,1762368899210,1762368899213,2,1,0.09371351252388374,0.0,171.32944530098632
1,1,37,1762368899258,1762368899258,0,1,0.09173689639409535,5.4,139.49718597503335
2,1,35,1762368899258,1762368899259,0,2,0.07654011299220242,0.0,28.527841133589906
3,1,34,1762368899258,1762368899259,1,3,0.08055758725857261,0.0,76.82925510470562
4,1,33,1762368899258,1762368899260,2,2,0.012753473974685514,0.0,191.4692956424324
1,1,38,1762368899306,1762368899306,0,0,0.010537810827882122,2.8,139.634094329297
2,1,36,1762368899306,1762368899307,0,1,0.05360511161132092,0.0,88.86092751054291
3,1,35,1762368899306,1762368899307,1,1,0.09853629590122137,0.0,164.0710914715238
4,1,34,1762368899306,1762368899308,1,0,0.030327514184757143,0.0,67.85729690651897
2,1,37,1762368899354,1762368899354,0,0,0.04524028226704411,0.0,113.29642844389386
1,1,39,1762368899354,1762368899355,1,1,0.04297397190855432,0.0,100.99528806925713
4,1,35,1762368899354,1762368899356,1,0,0.017290574263980254,0.0,92.66004385351155
3,1,36,1762368899354,1762368899365,10,10,0.050615046908841145,0.0,173.7039317703528
1,1,40,1762368899402,1762368899403,0,1,0.010790900457344377,6.5,31.099022273547597
2,1,38,1762368899402,1762368899404,1,1,0.022441342482422955,0.0,178.01775028858384
3,1,37,1762368899402,1762368899411,8,11,0.021258764713471115,0.0,23.083595793214016
4,1,36,1762368899403,1762368899412,9,8,0.07480141378487952,0.0,147.92553563378365
1,1,41,1762368899451,1762368899451,0,1,0.022932880618453888,0.0,177.06511918772554
2,1,39,1762368899451,1762368899452,1,1,0.04979682327172833,0.0,84.74291752280557
3,1,38,1762368899451,1762368899452,1,4,0.018810539441742758,0.0,60.5711440047616
4,1,37,1762368899451,1762368899453,1,15,0.017670937734777292,0.0,23.477130414741882
1,1,42,1762368899499,1762368899499,0,0,0.0958617730469757,0.0,39.59177214411469
2,1,40,1762368899499,1762368899500,0,0,0.0740608316796378,0.0,177.57925401238273
3,1,39,1762368899499,1762368899500,1,6,0.0867106713357356,0.0,40.51835617649142
4,1,38,1762368899499,1762368899500,1,6,0.06372311198286766,0.0,73.22483340139428
1,1,43,1762368899547,1762368899547,0,0,0.06792942846632702,7.7,174.0114173845483
2,1,41,1762368899547,1762368899548,1,0,0.0222527556162783,0.0,47.22801011411511
3,1,40,1762368899547,1762368899550,2,2,0.021683895229634112,0.0,190.63414055101373
4,1,39,1762368899547,1762368899552,5,4,0.07586917521538142,0.0,53.85094518361213
1,1,44,1762368899595,1762368899595,0,0,0.08199787776020884,0.0,90.83623240510877
2,1,42,1762368899595,1762368899596,1,0,0.015204502616103045,0.0,166.33526892616277
3,1,41,1762368899595,1762368899597,1,3,0.06475951789298066,0.0,113.52013638626828
4,1,40,1762368899595,1762368899597,2,7,0.04641257241909106,0.0,81.01723529895577
1,1,45,1762368899643,1762368899644,0,0,0.0015033096706396855,2.7,163.81287519705833
2,1,43,1762368899643,1762368899645,1,0,0.023707450708436606,0.0,22.25492957772775
3,1,42,1762368899644,1762368899646,2,2,0.09087805550050977,0.0,87.12578386276675
4,1,41,1762368899644,1762368899648,4,6,0.024027553026068862,0.0,130.2478226863314
1,1,46,1762368899691,1762368899691,0,1,0.08038074535427109,2.9,115.2004578450577
2,1,44,1762368899691,1762368899692,0,1,0.07189982580190728,0.0,33.829411412062065
3,1,43,1762368899691,1762368899692,0,2,0.025369928309451707,0.0,199.87649148903665
4,1,42,1762368899691,1762368899692,1,6,0.056046825100658115,0.0,185.6065739332726
1,1,47,1762368899739,1762368899740,0,1,0.009303036482773586,0.0,146.29157253885717
2,1,45,1762368899739,1762368899741,1,2,0.0383835289267688,0.0,159.10820395791572
3,1,44,1762368899740,1762368899742,2,3,0.0724678452714562,0.0,65.08296049537647
4,1,43,1762368899740,1762368899743,3,6,0.06456505120325658,0.0,191.13107869444335
1,1,48,1762368899787,1762368899788,0,0,0.03805264240002485,5.6,183.3161299959528
2,1,46,1762368899787,1762368899789,1,1,0.0285092505361538,0.0,54.92126332554227
3,1,45,1762368899788,1762368899790,2,2,0.044700996851770904,100.0,195.69688507906602
4,1,44,1762368899788,1762368899791,3,2,0.057497707684669934,0.0,184.11360126143805
1,1,49,1762368899836,1762368899837,0,0,0.025875360731338518,2.9,124.4109247270423
2,1,47,1762368899836,1762368899838,1,0,0.03440961084572554,0.0,116.08090571946033
3,1,46,1762368899836,1762368899839,2,0,0.0525888088313514,0.0,183.57863053790507
4,1,45,1762368899836,1762368899840,3,0,0.04184018215154375,0.0,97.21406631883629
1,2,51,1762368899884,1762368899885,0,0,0.016534964583098232,5.7,168.99777564587234
2,2,49,1762368899884,1762368899885,1,0,0.02673613986030129,0.0,59.46278434712907
3,2,48,1762368899884,1762368899887,2,1,0.04336014726712361,0.0,184.1737469282779
4,2,47,1762368899885,1762368899887,2,1,0.09826385038564875,0.0,81.50884527103004
1,2,52,1762368899933,1762368899933,0,0,0.035998697854473405,7.7,47.66304144184175
2,2,50,1762368899933,1762368899934,1,1,0.03544000145445219,0.0,143.288475095587
3,2,49,1762368899933,1762368899935,2,1,0.06924218252636094,0.0,124.13535218787044
4,2,48,1762368899933,1762368899936,3,1,0.009096556659532273,0.0,76.5754224098201
1,2,53,1762368899981,1762368899981,0,0,0.0798153716031517,5.4,48.96124548888233
2,2,51,1762368899981,1762368899982,1,0,0.019670855727823667,0.0,24.12826300248008
3,2,50,1762368899981,1762368899983,1,0,0.036422061329533274,0.0,154.76232120897845
4,2,49,1762368899981,1762368899984,2,1,0.0197340251842877,0.0,104.09925386821529
1,2,54,1762368900030,1762368900030,0,0,0.01713768404284154,0.0,100.0090415469178
2,2,52,1762368900030,1762368900031,0,0,0.05866693702457568,0.0,80.91683335937034
3,2,51,1762368900030,1762368900032,1,0,0.06873672558225614,0.0,144.8164126137032
4,2,50,1762368900030,1762368900032,2,1,0.049028101178828436,0.0,109.78332987840064
1,2,55,1762368900078,1762368900078,0,0,0.0923982010079829,2.8,159.36619694874835
2,2,53,1762368900078,1762368900079,0,0,0.0068665152262090915,0.0,177.9329823453648
3,2,52,1762368900078,1762368900079,1,1,0.08585710043366472,0.0,68.2776632839009
4,2,51,1762368900078,1762368900079,1,1,0.08570729990544441,0.0,26.754407312630548
1,2,56,1762368900126,1762368900126,0,0,0.012912550659049882,0.0,68.63617141618232
2,2,54,1762368900126,1762368900126,0,0,0.06745270131196067,0.0,88.62809360585746
3,2,53,1762368900126,1762368900127,0,0,0.06789027137293169,0.0,126.03760455952569
4,2,52,1762368900126,1762368900127,1,0,0.016860405304620973,0.0,41.51647009030637
1,2,57,1762368900174,1762368900174,0,0,0.06327524555961486,2.6,28.709219780042083
4,2,53,1762368900174,1762368900175,0,0,0.06782289421770743,0.0,38.0364786745132
3,2,54,1762368900174,1762368900175,1,1,0.016551824911831138,0.0,197.47812053961943
2,2,55,1762368900174,1762368900176,1,1,0.031226342497969562,0.0,129.60095891658682
1,2,58,1762368900223,1762368900224,0,0,0.07094979906101169,0.0,164.65276386097722
3,2,55,1762368900223,1762368900224,1,0,0.04844026265159245,0.0,80.1761562746648
2,2,56,1762368900223,1762368900225,1,0,0.03968425659971084,0.0,166.11022098422754
4,2,54,1762368900223,1762368900226,2,3,0.003601051586516202,100.0,171.3414044240698
1,2,59,1762368900271,1762368900272,0,1,0.019898598717208574,0.0,31.024929512367873
3,2,56,1762368900271,1762368900272,0,1,0.021289842757642542,0.0,113.27577019804072
4,2,55,1762368900271,1762368900273,1,4,0.09987935072796064,0.0,101.5833088732369
2,2,57,1762368900271,1762368900273,1,1,0.09405464330393028,0.0,134.19878380065052
1,2,60,1762368900320,1762368900320,0,0,0.05482631829343763,2.7,124.3606720257451
2,2,58,1762368900320,1762368900320,0,0,0.0831380412475516,0.0,130.4734089743421
3,2,57,1762368900320,1762368900321,1,1,0.003502460504852523,0.0,85.70535230958528
4,2,56,1762368900320,1762368900321,1,2,0.05348211609093431,0.0,82.68406117904593
1,2,61,1762368900368,1762368900369,0,0,0.09873424082167563,0.0,47.99003625363733
2,2,59,1762368900368,1762368900369,0,1,0.08913935634125464,0.0,86.72047576035024
3,2,58,1762368900369,1762368900370,1,0,0.05662969123976877,0.0,168.26152230440428
4,2,57,1762368900369,1762368900370,1,0,0.013998037142377706,0.0,114.31721648707263
1,3,63,1762368900416,1762368900417,0,0,0.0430778818463746,2.6,178.6129347892261
2,3,61,1762368900417,1762368900417,0,0,0.03755323534387442,0.0,88.66465844968425
3,3,60,1762368900417,1762368900418,1,0,0.02475802380010075,50.0,106.28209492364854
4,3,59,1762368900417,1762368900418,1,0,0.07866454268162469,0.0,175.65279664800534
1,3,64,1762368900465,1762368900465,0,0,0.06986049761813308,0.0,151.17040747878852
2,3,62,1762368900465,1762368900466,0,0,0.020967172446198303,0.0,96.01172390379419
3,3,61,1762368900465,1762368900466,1,0,0.04912197593456574,0.0,60.81179426816108
4,3,60,1762368900465,1762368900466,1,0,0.08523665934849797,0.0,156.52633268220063
1,3,65,1762368900513,1762368900514,0,0,0.0011086225377268776,5.1,166.89112072277916
2,3,63,1762368900513,1762368900514,0,0,0.05050103980209889,0.0,77.17810886129683
3,3,62,1762368900513,1762368900515,1,0,0.03045694405252386,0.0,36.52600941030664
4,3,61,1762368900513,1762368900515,1,0,0.047483923191920255,0.0,112.19137822979062
1,3,66,1762368900561,1762368900562,0,0,0.0835030268630637,7.7,117.84155357357986
2,3,64,1762368900562,1762368900563,1,0,0.07838351264336756,0.0,127.2828983982519
3,3,63,1762368900562,1762368900564,2,1,0.01802439021610296,0.0,155.60600138135885
4,3,62,1762368900562,1762368900565,2,1,0.05937138968119985,0.0,49.67301978321222
1,3,67,1762368900610,1762368900610,0,0,0.023811592160804407,5.3,178.6207846049682
2,3,65,1762368900610,1762368900614,3,1,0.0903843550766693,33.3,156.39894416201778
3,3,64,1762368900610,1762368900624,13,10,0.09149688511535181,0.0,164.14980260540653
4,3,63,1762368900610,1762368900625,14,10,0.07061158373469421,0.0,179.02164996607692
1,3,68,1762368900658,1762368900658,0,0,0.03909742531284455,0.0,47.50039151254666
2,3,66,1762368900658,1762368900659,1,4,0.08171248439272659,0.0,131.069435529516
3,3,65,1762368900658,1762368900660,1,23,0.08636132305895439,0.0,53.91161766386619
4,3,64,1762368900658,1762368900661,2,24,0.04409674500466815,0.0,47.90590810172156
1,3,69,1762368900706,1762368900706,0,0,0.05431801683797188,5.4,186.53605361247168
2,3,67,1762368900706,1762368900708,1,3,0.024671663855356255,0.0,148.02321578211658
3,3,66,1762368900706,1762368900709,2,12,0.0511133111405212,0.0,175.2342542288805
4,3,65,1762368900706,1762368900709,3,13,0.088496291802639,100.0,88.81914651831596
1,3,70,1762368900754,1762368900755,0,0,0.09069929895403649,0.0,135.63861642730032
2,3,68,1762368900755,1762368900755,0,1,0.09361089905652169,0.0,91.63129294039409
3,3,67,1762368900755,1762368900756,1,1,0.06286630662845268,0.0,85.4005275896412
4,3,66,1762368900755,1762368900756,1,1,0.05131695237185874,0.0,194.30943504530092
1,3,71,1762368900803,1762368900803,0,0,0.02299398665009471,5.1,141.42952009371055
2,3,69,1762368900803,1762368900804,0,1,0.026603209615166157,0.0,48.15836712650891
3,3,68,1762368900803,1762368900804,1,1,0.05655469127439914,0.0,104.29581708158449
4,3,67,1762368900803,1762368900807,3,3,0.0491520650285531,0.0,161.40359633429173
1,3,72,1762368900852,1762368900852,0,0,0.07899528141717896,2.9,73.61537441526295
2,3,70,1762368900852,1762368900853,1,0,0.08316672421472424,50.0,65.29194533245777
3,3,69,1762368900852,1762368900854,1,0,0.0004923242687693952,0.0,53.027108415287465
4,3,68,1762368900852,1762368900854,2,3,0.051167349759465366,0.0,73.79666185169498
1,5,75,1762368900900,1762368900900,0,1,0.053593924074767686,0.0,133.14494683016548
2,5,73,1762368900900,1762368900900,0,2,0.05124758014748929,0.0,149.4548225404705
4,5,71,1762368900900,1762368900901,0,0,0.02102145068499586,0.0,139.3810302412777
3,5,72,1762368900900,1762368900901,1,2,0.016110374746429623,0.0,55.478707836124286
1,5,76,1762368900947,1762368900948,0,0,0.09697217947283793,5.1,165.79316068579104
2,5,74,1762368900948,1762368900948,0,0,0.09412449722144213,0.0,56.5593942738103
3,5,73,1762368900948,1762368900949,1,0,0.05422601252223217,0.0,42.64033723364912
4,5,72,1762368900948,1762368900949,1,1,0.09653107631040449,0.0,170.34179932288504
1,5,77,1762368900996,1762368900996,0,1,0.03339946119656093,0.0,54.76651797090033
2,5,75,1762368900996,1762368900997,1,1,0.02716564508329472,100.0,24.465218096224753
3,5,74,1762368900996,1762368900998,1,1,0.0667552836609464,0.0,184.24656474519168
4,5,73,1762368900996,1762368900998,2,0,0.07983538594169748,0.0,116.60807716680189
1,5,78,1762368901044,1762368901044,0,1,0.010019553563605699,0.0,58.68419914910004
2,5,76,1762368901044,1762368901045,0,1,0.041357605007280335,0.0,48.00298928394016
3,5,75,1762368901044,1762368901045,1,1,0.08717232027309431,0.0,71.85726700807996
4,5,74,1762368901044,1762368901046,1,1,0.005456545323374218,0.0,48.07108316985481
1,5,79,1762368901092,1762368901092,0,0,0.09965099106829596,0.0,90.36551469748957
2,5,77,1762368901092,1762368901093,0,0,0.06890359383500973,0.0,196.58857363963597
4,5,75,1762368901092,1762368901093,1,0,0.0009759227465055975,0.0,33.56273654201793
3,5,76,1762368901092,1762368901094,1,1,0.06966998531244821,0.0,33.77395308953649
1,5,80,1762368901140,1762368901140,0,0,0.088186065869605,0.0,110.79339537706132
4,5,76,1762368901140,1762368901141,0,0,0.06291655912990891,0.0,30.147037976733827
2,5,78,1762368901140,1762368901141,1,0,0.01138458250598664,0.0,199.5230954207239
3,5,77,1762368901140,1762368901141,1,1,0.012941470044268922,0.0,135.40126707561586
1,5,81,1762368901188,1762368901189,0,0,0.08169842535200694,2.6,181.0126677332399
2,5,79,1762368901188,1762368901189,0,0,0.08888594427403765,0.0,118.86469887462398
3,5,78,1762368901188,1762368901190,1,1,0.08851195247051938,0.0,165.8855604940173
4,5,77,1762368901188,1762368901190,1,2,0.01866934975342929,0.0,28.2636542680415
1,5,82,1762368901237,1762368901237,0,0,0.05277030036525169,5.1,187.77832157509573
2,5,80,1762368901237,1762368901238,1,0,0.07084200664039886,0.0,144.5397228768518
3,5,79,1762368901237,1762368901239,1,1,0.07858183173915753,0.0,69.66525351853431
4,5,78,1762368901237,1762368901240,2,0,0.07400951121199446,0.0,169.43072701415738
1,5,83,1762368901286,1762368901286,0,0,0.006676972471325216,0.0,47.745404256228724
3,5,80,1762368901286,1762368901287,1,1,0.0725116153381365,0.0,46.059016489179754
2,5,81,1762368901286,1762368901288,1,0,0.029896361579631894,0.0,34.06936795163972
4,5,79,1762368901286,1762368901289,2,0,0.09514992214873445,0.0,147.91364594656358
1,5,84,1762368901335,1762368901335,0,0,0.053595617509127336,2.7,176.80348525189018
3,5,81,1762368901335,1762368901336,1,0,0.09412647432778415,0.0,157.2568199242508
2,5,82,1762368901335,1762368901336,1,0,0.08316117776620457,0.0,139.3854614018087
4,5,80,1762368901335,1762368901337,2,0,0.027840194179469015,0.0,109.71106814443256
1,5,85,1762368901383,1762368901384,0,0,0.045478959304547165,2.6,123.29562059886464
2,5,83,1762368901383,1762368901384,1,0,0.055997279393101486,0.0,178.01009214574674
3,5,82,1762368901383,1762368901385,1,0,0.002577027323222747,0.0,40.8975766133958
4,5,81,1762368901384,1762368901386,2,0,0.07837872736305983,0.0,190.5561621178949
1,5,86,1762368901432,1762368901432,0,0,0.05151550278392843,0.0,91.16196970296085
2,5,84,1762368901432,1762368901433,0,0,0.08310797070546912,0.0,57.17034607725348
4,5,82,1762368901432,1762368901433,1,1,0.050240588970380466,0.0,37.61230446399267
3,5,83,1762368901432,1762368901434,1,1,0.041695851429815516,100.0,97.32697300782935
1,5,87,1762368901480,1762368901480,0,0,0.01145375295265706,0.0,154.30135572713763
2,5,85,1762368901480,1762368901481,0,0,0.07389158048840937,0.0,47.75310728092143
3,5,84,1762368901480,1762368901482,1,0,0.08932071461136477,0.0,198.95649614133825
4,5,83,1762368901480,1762368901482,2,1,0.05394914716514875,0.0,84.6821611160119
1,5,88,1762368901527,1762368901528,0,0,0.010521522516639847,2.8,119.46974165957964
2,5,86,1762368901528,1762368901529,1,0,0.05445223237473351,0.0,54.866604541362385
3,5,85,1762368901528,1762368901530,2,0,0.059004406088033826,100.0,164.52472998992937
4,5,84,1762368901528,1762368901531,3,0,0.09015004346419908,0.0,185.5919559203451
1,5,89,1762368901575,1762368901576,0,0,0.028950900248029744,0.0,184.06444563244355
2,5,87,1762368901575,1762368901576,0,1,0.09486404186161902,0.0,180.78175696039239
3,5,86,1762368901575,1762368901577,1,1,0.09748521697991007,0.0,168.59784902783034
4,5,85,1762368901576,1762368901577,1,2,0.09619798539385749,0.0,43.29675629066354
1,5,90,1762368901624,1762368901624,0,0,0.08900314539758529,12.5,123.0395621424913
2,5,88,1762368901624,1762368901625,0,0,0.06352331117775574,0.0,195.630867639809
3,5,87,1762368901624,1762368901625,1,1,0.07291180839158656,0.0,45.51980828416741
4,5,86,1762368901624,1762368901625,1,1,0.04804490631474423,0.0,76.84301338120697
1,5,91,1762368901672,1762368901672,0,0,0.052939671597974296,5.1,100.36393659637521
2,5,89,1762368901672,1762368901674,1,0,0.08352338613053269,0.0,110.71378452627594
3,5,88,1762368901672,1762368901675,2,1,0.00033934519897393933,0.0,28.394492553454977
4,5,87,1762368901672,1762368901676,3,2,0.08723003633302016,0.0,68.2530671318823
1,5,92,1762368901719,1762368901720,0,0,0.09786942499352343,5.7,193.37068212736293
2,5,90,1762368901720,1762368901725,5,1,0.026878209947451704,0.0,149.8075140233368
3,5,89,1762368901720,1762368901727,7,2,0.06738324759499491,0.0,198.45483790879922
4,5,88,1762368901720,1762368901730,9,3,0.041544362920474746,33.3,93.28463816865198
